label,text,clean_text,clean_text_tok
5.0,i love seeing what books resonate with my girls i love seeing their faces grow serious when characters face complications trials and obstacles and i love the discussions that come out of reading time as we talk about main ideas how the books made us feel and what may have surprised us,love see book resonate girl love see face grow serious character face complication trial obstacle love discussion come reading time talk main idea book make u feel may surprise u,"['love', 'see', 'book', 'resonate', 'girl', 'love', 'see', 'face', 'grow', 'serious', 'character', 'face', 'complication', 'trial', 'obstacle', 'love', 'discussion', 'come', 'reading', 'time', 'talk', 'main', 'idea', 'book', 'make', 'u', 'feel', 'may', 'surprise', 'u']"
5.0,I can;t believe I like the show Power so much. I was never really into shows like that,believe like show power much never really show like,"['believe', 'like', 'show', 'power', 'much', 'never', 'really', 'show', 'like']"
5.0,"Uhh, are you saying that you're not entirely happy about this?",uhh say entirely happy,"['uhh', 'say', 'entirely', 'happy']"
5.0,Why?,,[]
5.0,Really?,really,['really']
5.0,I am shocked it hasn't rained today.,shock rain today,"['shock', 'rain', 'today']"
5.0,I watched some family members play basketball recently and my little cousin is very talented.,watch family member play basketball recently little cousin talented,"['watch', 'family', 'member', 'play', 'basketball', 'recently', 'little', 'cousin', 'talented']"
5.0,I went to my bathroom and a snake was there.,go bathroom snake,"['go', 'bathroom', 'snake']"
5.0,"Oh, look at the little cat!",oh look little cat,"['oh', 'look', 'little', 'cat']"
5.0,I couldn't believe my friend started working with me,believe friend start work,"['believe', 'friend', 'start', 'work']"
5.0,"Oh my God, they took my idea!",oh god take idea,"['oh', 'god', 'take', 'idea']"
5.0,I was making my cereal and a toy fell into the bowl. I was so surprised! ,make cereal toy fell bowl surprise,"['make', 'cereal', 'toy', 'fell', 'bowl', 'surprise']"
5.0,I bought a scratch off ticket and I won $50.00. I usually lose my money but this time I didn't.,buy scratch ticket usually lose money time,"['buy', 'scratch', 'ticket', 'usually', 'lose', 'money', 'time']"
5.0,My God! What did you order?!,god order,"['god', 'order']"
5.0,I got a bonus in my last paycheck. I was so shocked at my manager's generosity.,get bonus last paycheck shock manager generosity,"['get', 'bonus', 'last', 'paycheck', 'shock', 'manager', 'generosity']"
5.0,My birthday was last week. When I got to work_comma_ my office was decorated and full of balloons.,birthday last week get work office decorate full balloon,"['birthday', 'last', 'week', 'get', 'work', 'office', 'decorate', 'full', 'balloon']"
5.0,Why?! How?! How is he a genius?,genius,['genius']
5.0,I was so amazed when the magician made my hat dissapear.,amaze magician make hat dissapear,"['amaze', 'magician', 'make', 'hat', 'dissapear']"
5.0,Oh God.,oh god,"['oh', 'god']"
5.0,Really?,really,['really']
5.0,I was a little shocked when my brother paid for a vacation for my birthday. It was so nice,little shock brother pay vacation birthday nice,"['little', 'shock', 'brother', 'pay', 'vacation', 'birthday', 'nice']"
5.0,I saw a bunch of guinea pigs gang up on a pig.,saw bunch guinea pig gang pig,"['saw', 'bunch', 'guinea', 'pig', 'gang', 'pig']"
5.0,Really?! I-I thought you werent looking for something serious? I thought you were looking for some kind of a fling.,really think werent look something serious think look kind fling,"['really', 'think', 'werent', 'look', 'something', 'serious', 'think', 'look', 'kind', 'fling']"
5.0,when I was younger_comma_ my parents picked me up from work with a new car_comma_ which really surprised me_comma_ I was so excited to have my own car!,young parent pick work new car really surprise excited car,"['young', 'parent', 'pick', 'work', 'new', 'car', 'really', 'surprise', 'excited', 'car']"
5.0,My mom presented a new mobile. I didn't expect this. I'm much happy about it.,mom present new mobile expect much happy,"['mom', 'present', 'new', 'mobile', 'expect', 'much', 'happy']"
5.0,I had a surprise birthday party when I was 22!,surprise birthday party,"['surprise', 'birthday', 'party']"
5.0,I found 6 puppies on my doorstep.,find puppy doorstep,"['find', 'puppy', 'doorstep']"
5.0,My husband just came home early from a business trip and had dinner ready for me when I got home from work! I was shocked to say the least!,husband come home early business trip dinner ready get home work shock say least,"['husband', 'come', 'home', 'early', 'business', 'trip', 'dinner', 'ready', 'get', 'home', 'work', 'shock', 'say', 'least']"
5.0,I was shocked to see my dog missing the other day!,shock see dog miss day,"['shock', 'see', 'dog', 'miss', 'day']"
5.0,Irs called me,irs call,"['irs', 'call']"
5.0,"I-I-I-I-I dont know, I dont know what to say.",dont know dont know say,"['dont', 'know', 'dont', 'know', 'say']"
5.0,Why?,,[]
5.0,Oh my god.,oh god,"['oh', 'god']"
5.0,i feel surprised that scientists to actually question about how it is weird for the initial conditions of the universe to be fine tuned to very special values such that our universe is almost flat,feel surprise scientist actually question weird initial condition universe fine tune special value universe almost flat,"['feel', 'surprise', 'scientist', 'actually', 'question', 'weird', 'initial', 'condition', 'universe', 'fine', 'tune', 'special', 'value', 'universe', 'almost', 'flat']"
5.0,I have been high nutrient vegan for 3 months now and got on the scale today only to discover that I have lost 34 pounds! I was shocked!,high nutrient vegan month get scale today discover lose pound shock,"['high', 'nutrient', 'vegan', 'month', 'get', 'scale', 'today', 'discover', 'lose', 'pound', 'shock']"
5.0,"Oh Mon, listen I have to ask!",oh mon listen ask,"['oh', 'mon', 'listen', 'ask']"
5.0,i feel and i was amazed to find out where papamoka shows up,feel amazed find papamoka show,"['feel', 'amazed', 'find', 'papamoka', 'show']"
5.0,"Oh my God! So was she! Oh, Ive got-Ive got goose bumps.",oh god oh ive get ive get goose bump,"['oh', 'god', 'oh', 'ive', 'get', 'ive', 'get', 'goose', 'bump']"
5.0,i started back at work i have to admit that ive been feeling a little overwhelmed,start back work admit ive feeling little overwhelm,"['start', 'back', 'work', 'admit', 'ive', 'feeling', 'little', 'overwhelm']"
5.0,Oh my God! Oh my God!,oh god oh god,"['oh', 'god', 'oh', 'god']"
5.0,"What, he's not still following her. Do you think he is still following her?",still follow think still follow,"['still', 'follow', 'think', 'still', 'follow']"
5.0,My colleagues gave me bachelor party at a location i did not expected it to happen,colleague give bachelor party location expect happen,"['colleague', 'give', 'bachelor', 'party', 'location', 'expect', 'happen']"
5.0,My boss called me into his office the other day and told me I was getting 12 hours of leave!  I had no idea I was getting it and was quite taken aback!,bos call office day tell get hour leave idea get quite take aback,"['bos', 'call', 'office', 'day', 'tell', 'get', 'hour', 'leave', 'idea', 'get', 'quite', 'take', 'aback']"
5.0,I was startled by a snake in my yard a few days ago.,startle snake yard day ago,"['startle', 'snake', 'yard', 'day', 'ago']"
5.0,im just nosy or i like to see the process or behind the scenes of a peice but i feel like i should at least provide a little treat to everyone who is curious like me,im nosy like see process behind scene peice feel like least provide little treat everyone curious like,"['im', 'nosy', 'like', 'see', 'process', 'behind', 'scene', 'peice', 'feel', 'like', 'least', 'provide', 'little', 'treat', 'everyone', 'curious', 'like']"
5.0,My sister actually paid back the money she borrowed on time for a change,sister actually pay back money borrow time change,"['sister', 'actually', 'pay', 'back', 'money', 'borrow', 'time', 'change']"
5.0,i feel surprised by how down it makes me,feel surprise make,"['feel', 'surprise', 'make']"
5.0,Yesterday_comma_ my 4 year prepared a gift for my birthday.,yesterday year prepare gift birthday,"['yesterday', 'year', 'prepare', 'gift', 'birthday']"
5.0,AhWhoa!,ahwhoa,['ahwhoa']
5.0,"Phoebe, why is your bag moving?",phoebe bag move,"['phoebe', 'bag', 'move']"
5.0,I walked in on my parents making a baby.,walked parent make baby,"['walked', 'parent', 'make', 'baby']"
5.0,Super  shocked when our rescued malnourished dog popped out a puppy when I got up this morning!,super shock rescue malnourish dog pop puppy get morning,"['super', 'shock', 'rescue', 'malnourish', 'dog', 'pop', 'puppy', 'get', 'morning']"
5.0,i applied for 200+ jobs and still didn't hear from none of them!,apply job still hear none,"['apply', 'job', 'still', 'hear', 'none']"
5.0,I won a 500 gift card for answering a question at the site on  a vendor we use at work,gift card answer question site vendor use work,"['gift', 'card', 'answer', 'question', 'site', 'vendor', 'use', 'work']"
5.0,Dear God! This parachute is a knapsack!,dear god parachute knapsack,"['dear', 'god', 'parachute', 'knapsack']"
5.0,I was really shocked when Nintendo announced their Super Smash Bros direct_comma_ it turned out to be an awesome one,really shocked nintendo announce super smash bros direct turn awesome one,"['really', 'shocked', 'nintendo', 'announce', 'super', 'smash', 'bros', 'direct', 'turn', 'awesome', 'one']"
5.0,i feel so curious why she add me back,feel curious add back,"['feel', 'curious', 'add', 'back']"
5.0,I was thrown a surprise party for my 30th birthday.,thrown surprise party th birthday,"['thrown', 'surprise', 'party', 'th', 'birthday']"
5.0,i will make you feel amazing tonight i need you no,make feel amaze tonight need,"['make', 'feel', 'amaze', 'tonight', 'need']"
5.0,i have seen heard and read over the past couple of days i am left feeling impressed by more than a few companies,see heard read past couple day leave feel impressed company,"['see', 'heard', 'read', 'past', 'couple', 'day', 'leave', 'feel', 'impressed', 'company']"
5.0,I couldnt believe how good I did on my test!,couldnt believe good test,"['couldnt', 'believe', 'good', 'test']"
5.0,I was startled to find a snake in my yard a few days ago.,startle find snake yard day ago,"['startle', 'find', 'snake', 'yard', 'day', 'ago']"
5.0,im getting there but i really do feel dazed and confused at the moment,im get really feel dazed confuse moment,"['im', 'get', 'really', 'feel', 'dazed', 'confuse', 'moment']"
5.0,It was my 30th birthday. My entire family surprised me with a cruise to Mexico with my sister.,th birthday entire family surprise cruise mexico sister,"['th', 'birthday', 'entire', 'family', 'surprise', 'cruise', 'mexico', 'sister']"
5.0,when we got engaged I was not expecting it.  we went to a bed and breakfast,get engage expect go bed breakfast,"['get', 'engage', 'expect', 'go', 'bed', 'breakfast']"
5.0,I got a package in the mail telling me i won a free cruise!,get package mail tell free cruise,"['get', 'package', 'mail', 'tell', 'free', 'cruise']"
5.0,Joey?!,joey,['joey']
5.0,i have no idea if this is interesting for anybody to read but i found myself smiling like a fool laughing at some points and feeling overwhelmed with gratefulness,idea interest anybody read find smile like fool laugh point feel overwhelmed gratefulness,"['idea', 'interest', 'anybody', 'read', 'find', 'smile', 'like', 'fool', 'laugh', 'point', 'feel', 'overwhelmed', 'gratefulness']"
5.0,It was my 40th birthday and my coworkers threw me a party. I had no idea!,th birthday coworkers throw party idea,"['th', 'birthday', 'coworkers', 'throw', 'party', 'idea']"
5.0,I do?,,[]
5.0,"Look look! It's Rachel and Barry. No, don't everybody look at once!",look look rachel barry everybody look,"['look', 'look', 'rachel', 'barry', 'everybody', 'look']"
5.0,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,gon na tell spent wed forty thousand dollar lot money,"['gon', 'na', 'tell', 'spent', 'wed', 'forty', 'thousand', 'dollar', 'lot', 'money']"
5.0,You serious?,serious,['serious']
5.0,I made a promise that--Oh hey!,make promise oh hey,"['make', 'promise', 'oh', 'hey']"
5.0,Looking at my old sparring videos I'm kind of amazed at how fast and lethal I was...I was only 140lbs and I'm 185 now_comma_ I wonder how I'll do in the ring :)),look old spar video kind amaze fast lethal lbs wonder ring,"['look', 'old', 'spar', 'video', 'kind', 'amaze', 'fast', 'lethal', 'lbs', 'wonder', 'ring']"
5.0,i feel shocked his words very pure very self,feel shock word pure self,"['feel', 'shock', 'word', 'pure', 'self']"
5.0,What are you doing?,,[]
5.0,Oh my God! Its Joey Tribbiani of Mac and C.H.E.E.S.E.!!!!!!!,oh god joey tribbiani mac c h e e e,"['oh', 'god', 'joey', 'tribbiani', 'mac', 'c', 'h', 'e', 'e', 'e']"
